Step,X,Y,Z
979920,2,2.95954e+06,6.37346e+06,0
979980,0,8.70029e+06,9.89224e+06,0
979980,1,-3.22737e+08,1.97525e+08,0
979980,2,3.21386e+06,5.98878e+06,0
980040,0,8.70065e+06,9.89364e+06,0
980040,1,-3.22767e+08,1.97472e+08,0
980040,2,3.49395e+06,5.62243e+06,0
980100,0,8.70102e+06,9.89504e+06,0
980100,1,-3.22797e+08,1.9742e+08,0
980100,2,3.7985e+06,5.27614e+06,0
980160,0,8.70139e+06,9.89644e+06,0
980160,1,-3.22827e+08,1.97367e+08,0
980160,2,4.12606e+06,4.95154e+06,0
980220,0,8.70176e+06,9.89784e+06,0
980220,1,-3.22857e+08,1.97315e+08,0
980220,2,4.47508e+06,4.65013e+06,0
980280,0,8.70213e+06,9.89924e+06,0
980280,1,-3.22887e+08,1.97262e+08,0
980280,2,4.84392e+06,4.37332e+06,0
980340,0,8.7025e+06,9.90065e+06,0
980340,1,-3.22917e+08,1.97209e+08,0
980340,2,5.23083e+06,4.1224e+06,0
980400,0,8.70287e+06,9.90205e+06,0
980400,1,-3.22947e+08,1.97157e+08,0
980400,2,5.63401e+06,3.89855e+06,0
980460,0,8.70323e+06,9.90345e+06,0
980460,1,-3.22977e+08,1.97104e+08,0
980460,2,6.05154e+06,3.70278e+06,0
980520,0,8.7036e+06,9.90485e+06,0
980520,1,-3.23006e+08,1.97052e+08,0
980520,2,6.48148e+06,3.53602e+06,0
980580,0,8.70397e+06,9.90625e+06,0
980580,1,-3.23036e+08,1.96999e+08,0
980580,2,6.9218e+06,3.39902e+06,0
980640,0,8.70434e+06,9.90765e+06,0
980640,1,-3.23066e+08,1.96947e+08,0
980640,2,7.37044e+06,3.29241e+06,0
980700,0,8.70471e+06,9.90905e+06,0
980700,1,-3.23096e+08,1.96894e+08,0
980700,2,7.82531e+06,3.21668e+06,0
980760,0,8.70507e+06,9.91045e+06,0
980760,1,-3.23126e+08,1.96841e+08,0
980760,2,8.28428e+06,3.17216e+06,0
980820,0,8.70544e+06,9.91186e+06,0
980820,1,-3.23156e+08,1.96789e+08,0
980820,2,8.74521e+06,3.15904e+06,0
980880,0,8.70581e+06,9.91326e+06,0
980880,1,-3.23186e+08,1.96736e+08,0
980880,2,9.20596e+06,3.17738e+06,0
980940,0,8.70618e+06,9.91466e+06,0
980940,1,-3.23216e+08,1.96684e+08,0
980940,2,9.66438e+06,3.22708e+06,0
981000,0,8.70654e+06,9.91606e+06,0
981000,1,-3.23245e+08,1.96631e+08,0
981000,2,1.01183e+07,3.30788e+06,0
981060,0,8.70691e+06,9.91746e+06,0
981060,1,-3.23275e+08,1.96578e+08,0
981060,2,1.05657e+07,3.4194e+06,0
981120,0,8.70728e+06,9.91887e+06,0
981120,1,-3.23305e+08,1.96526e+08,0
981120,2,1.10045e+07,3.56112e+06,0
981180,0,8.70764e+06,9.92027e+06,0
981180,1,-3.23335e+08,1.96473e+08,0
981180,2,1.14326e+07,3.73235e+06,0
981240,0,8.70801e+06,9.92167e+06,0
981240,1,-3.23365e+08,1.96421e+08,0
981240,2,1.18481e+07,3.9323e+06,0
981300,0,8.70838e+06,9.92307e+06,0
981300,1,-3.23395e+08,1.96368e+08,0
981300,2,1.22489e+07,4.16002e+06,0
981360,0,8.70874e+06,9.92447e+06,0
981360,1,-3.23424e+08,1.96315e+08,0
981360,2,1.26334e+07,4.41447e+06,0
981420,0,8.70911e+06,9.92588e+06,0
981420,1,-3.23454e+08,1.96263e+08,0
981420,2,1.29997e+07,4.69444e+06,0
981480,0,8.70948e+06,9.92728e+06,0
981480,1,-3.23484e+08,1.9621e+08,0
981480,2,1.33461e+07,4.99863e+06,0
981540,0,8.70984e+06,9.92868e+06,0
981540,1,-3.23514e+08,1.96157e+08,0
981540,2,1.36711e+07,5.32565e+06,0
981600,0,8.71021e+06,9.93008e+06,0
981600,1,-3.23543e+08,1.96105e+08,0
981600,2,1.39731e+07,5.67396e+06,0
981660,0,8.71058e+06,9.93148e+06,0
981660,1,-3.23573e+08,1.96052e+08,0
981660,2,1.42508e+07,6.04196e+06,0
981720,0,8.71094e+06,9.93289e+06,0
981720,1,-3.23603e+08,1.95999e+08,0
981720,2,1.45028e+07,6.42795e+06,0
981780,0,8.71131e+06,9.93429e+06,0
981780,1,-3.23633e+08,1.95947e+08,0
981780,2,1.47281e+07,6.83014e+06,0
981840,0,8.71167e+06,9.93569e+06,0
981840,1,-3.23662e+08,1.95894e+08,0
981840,2,1.49255e+07,7.24668e+06,0
981900,0,8.71204e+06,9.9371e+06,0
981900,1,-3.23692e+08,1.95841e+08,0
981900,2,1.50942e+07,7.67565e+06,0
981960,0,8.7124e+06,9.9385e+06,0
981960,1,-3.23722e+08,1.95789e+08,0
981960,2,1.52335e+07,8.11507e+06,0
982020,0,8.71277e+06,9.9399e+06,0
982020,1,-3.23752e+08,1.95736e+08,0
982020,2,1.53426e+07,8.56291e+06,0
982080,0,8.71314e+06,9.9413e+06,0
982080,1,-3.23781e+08,1.95683e+08,0
982080,2,1.54211e+07,9.01711e+06,0
982140,0,8.7135e+06,9.94271e+06,0
982140,1,-3.23811e+08,1.9563e+08,0
982140,2,1.54686e+07,9.47559e+06,0
982200,0,8.71387e+06,9.94411e+06,0
982200,1,-3.23841e+08,1.95578e+08,0
982200,2,1.54849e+07,9.93622e+06,0
982260,0,8.71423e+06,9.94551e+06,0
982260,1,-3.2387e+08,1.95525e+08,0
982260,2,1.54699e+07,1.03969e+07,0
982320,0,8.7146e+06,9.94692e+06,0
982320,1,-3.239e+08,1.95472e+08,0
982320,2,1.54236e+07,1.08555e+07,0
982380,0,8.71496e+06,9.94832e+06,0
982380,1,-3.2393e+08,1.9542e+08,0
982380,2,1.53464e+07,1.13098e+07,0
982440,0,8.71533e+06,9.94972e+06,0
982440,1,-3.23959e+08,1.95367e+08,0
982440,2,1.52385e+07,1.17579e+07,0
982500,0,8.71569e+06,9.95112e+06,0
982500,1,-3.23989e+08,1.95314e+08,0
982500,2,1.51005e+07,1.21977e+07,0
982560,0,8.71605e+06,9.95253e+06,0
982560,1,-3.24019e+08,1.95261e+08,0
982560,2,1.49329e+07,1.2627e+07,0
982620,0,8.71642e+06,9.95393e+06,0
982620,1,-3.24048e+08,1.95209e+08,0
982620,2,1.47365e+07,1.3044e+07,0
982680,0,8.71678e+06,9.95533e+06,0
982680,1,-3.24078e+08,1.95156e+08,0
982680,2,1.45123e+07,1.34466e+07,0
982740,0,8.71715e+06,9.95674e+06,0
982740,1,-3.24107e+08,1.95103e+08,0
982740,2,1.42612e+07,1.38331e+07,0
982800,0,8.71751e+06,9.95814e+06,0
982800,1,-3.24137e+08,1.9505e+08,0
982800,2,1.39844e+07,1.42016e+07,0
982860,0,8.71787e+06,9.95955e+06,0
982860,1,-3.24166e+08,1.94998e+08,0
982860,2,1.36833e+07,1.45505e+07,0
982920,0,8.71824e+06,9.96095e+06,0
982920,1,-3.24196e+08,1.94945e+08,0
982920,2,1.33591e+07,1.4878e+07,0
982980,0,8.7186e+06,9.96235e+06,0
982980,1,-3.24226e+08,1.94892e+08,0
982980,2,1.30133e+07,1.51828e+07,0
983040,0,8.71897e+06,9.96376e+06,0
983040,1,-3.24255e+08,1.94839e+08,0
983040,2,1.26477e+07,1.54633e+07,0
983100,0,8.71933e+06,9.96516e+06,0
983100,1,-3.24285e+08,1.94787e+08,0
983100,2,1.22637e+07,1.57182e+07,0
983160,0,8.71969e+06,9.96656e+06,0
983160,1,-3.24314e+08,1.94734e+08,0
983160,2,1.18633e+07,1.59464e+07,0
983220,0,8.72006e+06,9.96797e+06,0
983220,1,-3.24344e+08,1.94681e+08,0
983220,2,1.14483e+07,1.61468e+07,0
983280,0,8.72042e+06,9.96937e+06,0
983280,1,-3.24373e+08,1.94628e+08,0
983280,2,1.10205e+07,1.63184e+07,0
983340,0,8.72078e+06,9.97078e+06,0
983340,1,-3.24403e+08,1.94575e+08,0
983340,2,1.05821e+07,1.64605e+07,0
983400,0,8.72115e+06,9.97218e+06,0
983400,1,-3.24432e+08,1.94523e+08,0
983400,2,1.0135e+07,1.65723e+07,0
983460,0,8.72151e+06,9.97358e+06,0
983460,1,-3.24462e+08,1.9447e+08,0
983460,2,9.68126e+06,1.66533e+07,0
983520,0,8.72187e+06,9.97499e+06,0
983520,1,-3.24491e+08,1.94417e+08,0
983520,2,9.22306e+06,1.67031e+07,0
983580,0,8.72223e+06,9.97639e+06,0
983580,1,-3.24521e+08,1.94364e+08,0
983580,2,8.76252e+06,1.67216e+07,0
983640,0,8.7226e+06,9.9778e+06,0
983640,1,-3.2455e+08,1.94311e+08,0
983640,2,8.3018e+06,1.67084e+07,0
983700,0,8.72296e+06,9.9792e+06,0
983700,1,-3.2458e+08,1.94259e+08,0
983700,2,7.84304e+06,1.66639e+07,0
983760,0,8.72332e+06,9.98061e+06,0
983760,1,-3.24609e+08,1.94206e+08,0
983760,2,7.3884e+06,1.6588e+07,0
983820,0,8.72368e+06,9.98201e+06,0
983820,1,-3.24639e+08,1.94153e+08,0
983820,2,6.94001e+06,1.64812e+07,0
983880,0,8.72405e+06,9.98342e+06,0
983880,1,-3.24668e+08,1.941e+08,0
983880,2,6.49998e+06,1.63439e+07,0
983940,0,8.72441e+06,9.98482e+06,0
983940,1,-3.24697e+08,1.94047e+08,0
983940,2,6.07038e+06,1.61768e+07,0
984000,0,8.72477e+06,9.98623e+06,0
984000,1,-3.24727e+08,1.93994e+08,0
984000,2,5.65323e+06,1.59807e+07,0
984060,0,8.72513e+06,9.98763e+06,0
984060,1,-3.24756e+08,1.93941e+08,0
984060,2,5.2505e+06,1.57564e+07,0
984120,0,8.72549e+06,9.98903e+06,0
984120,1,-3.24786e+08,1.93889e+08,0
984120,2,4.86408e+06,1.55051e+07,0
984180,0,8.72585e+06,9.99044e+06,0
984180,1,-3.24815e+08,1.93836e+08,0
984180,2,4.49581e+06,1.52278e+07,0
984240,0,8.72622e+06,9.99184e+06,0
984240,1,-3.24844e+08,1.93783e+08,0
984240,2,4.14742e+06,1.49259e+07,0
984300,0,8.72658e+06,9.99325e+06,0
984300,1,-3.24874e+08,1.9373e+08,0
984300,2,3.82057e+06,1.46008e+07,0
984360,0,8.72694e+06,9.99465e+06,0
984360,1,-3.24903e+08,1.93677e+08,0
984360,2,3.51679e+06,1.4254e+07,0
984420,0,8.7273e+06,9.99606e+06,0
984420,1,-3.24933e+08,1.93624e+08,0
984420,2,3.23754e+06,1.38872e+07,0
984480,0,8.72766e+06,9.99746e+06,0
984480,1,-3.24962e+08,1.93571e+08,0
984480,2,2.98414e+06,1.3502e+07,0
984540,0,8.72802e+06,9.99887e+06,0
984540,1,-3.24991e+08,1.93518e+08,0
984540,2,2.75777e+06,1.31004e+07,0
984600,0,8.72838e+06,1.00003e+07,0
984600,1,-3.25021e+08,1.93466e+08,0
984600,2,2.55954e+06,1.26841e+07,0
984660,0,8.72874e+06,1.00017e+07,0
984660,1,-3.2505e+08,1.93413e+08,0
984660,2,2.39036e+06,1.22552e+07,0
984720,0,8.7291e+06,1.00031e+07,0
984720,1,-3.25079e+08,1.9336e+08,0
984720,2,2.25104e+06,1.18157e+07,0
984780,0,8.72947e+06,1.00045e+07,0
984780,1,-3.25109e+08,1.93307e+08,0
984780,2,2.14225e+06,1.13677e+07,0
984840,0,8.72983e+06,1.00059e+07,0
984840,1,-3.25138e+08,1.93254e+08,0
984840,2,2.06451e+06,1.09132e+07,0
984900,0,8.73019e+06,1.00073e+07,0
984900,1,-3.25167e+08,1.93201e+08,0
984900,2,2.01817e+06,1.04544e+07,0
984960,0,8.73055e+06,1.00087e+07,0
984960,1,-3.25196e+08,1.93148e+08,0
984960,2,2.00346e+06,9.99356e+06,0
985020,0,8.73091e+06,1.00101e+07,0
985020,1,-3.25226e+08,1.93095e+08,0
985020,2,2.02044e+06,9.53276e+06,0
985080,0,8.73127e+06,1.00115e+07,0
985080,1,-3.25255e+08,1.93042e+08,0
985080,2,2.06904e+06,9.07422e+06,0
985140,0,8.73163e+06,1.00129e+07,0
985140,1,-3.25284e+08,1.92989e+08,0
985140,2,2.14901e+06,8.62009e+06,0
985200,0,8.73199e+06,1.00143e+07,0
985200,1,-3.25313e+08,1.92936e+08,0
985200,2,2.25999e+06,8.17252e+06,0
985260,0,8.73235e+06,1.00157e+07,0
985260,1,-3.25343e+08,1.92883e+08,0
985260,2,2.40143e+06,7.73361e+06,0
985320,0,8.73271e+06,1.00171e+07,0
985320,1,-3.25372e+08,1.9283e+08,0
985320,2,2.57267e+06,7.30545e+06,0
985380,0,8.73306e+06,1.00185e+07,0
985380,1,-3.25401e+08,1.92777e+08,0
985380,2,2.77288e+06,6.89005e+06,0
985440,0,8.73342e+06,1.002e+07,0
985440,1,-3.2543e+08,1.92724e+08,0
985440,2,3.00113e+06,6.48936e+06,0
985500,0,8.73378e+06,1.00214e+07,0
985500,1,-3.25459e+08,1.92671e+08,0
985500,2,3.25632e+06,6.10527e+06,0
985560,0,8.73414e+06,1.00228e+07,0
985560,1,-3.25489e+08,1.92618e+08,0
985560,2,3.53725e+06,5.73957e+06,0
985620,0,8.7345e+06,1.00242e+07,0
985620,1,-3.25518e+08,1.92565e+08,0
985620,2,3.84258e+06,5.39399e+06,0
985680,0,8.73486e+06,1.00256e+07,0
985680,1,-3.25547e+08,1.92512e+08,0
985680,2,4.17087e+06,5.07014e+06,0
985740,0,8.73522e+06,1.0027e+07,0
985740,1,-3.25576e+08,1.9246e+08,0
985740,2,4.52058e+06,4.76954e+06,0
985800,0,8.73558e+06,1.00284e+07,0
985800,1,-3.25605e+08,1.92407e+08,0
985800,2,4.89004e+06,4.49359e+06,0
985860,0,8.73594e+06,1.00298e+07,0
985860,1,-3.25634e+08,1.92354e+08,0
985860,2,5.27752e+06,4.24356e+06,0
985920,0,8.73629e+06,1.00312e+07,0
985920,1,-3.25664e+08,1.92301e+08,0
985920,2,5.6812e+06,4.02064e+06,0
985980,0,8.73665e+06,1.00326e+07,0
985980,1,-3.25693e+08,1.92248e+08,0
985980,2,6.09917e+06,3.82584e+06,0
986040,0,8.73701e+06,1.0034e+07,0
986040,1,-3.25722e+08,1.92194e+08,0
986040,2,6.52947e+06,3.66007e+06,0
986100,0,8.73737e+06,1.00354e+07,0
986100,1,-3.25751e+08,1.92141e+08,0
986100,2,6.9701e+06,3.52408e+06,0
986160,0,8.73773e+06,1.00368e+07,0
986160,1,-3.2578e+08,1.92088e+08,0
986160,2,7.41898e+06,3.41851e+06,0
986220,0,8.73809e+06,1.00382e+07,0
986220,1,-3.25809e+08,1.92035e+08,0
986220,2,7.87401e+06,3.34382e+06,0
986280,0,8.73844e+06,1.00396e+07,0
986280,1,-3.25838e+08,1.91982e+08,0
986280,2,8.33307e+06,3.30035e+06,0
986340,0,8.7388e+06,1.00411e+07,0
986340,1,-3.25867e+08,1.91929e+08,0
986340,2,8.79402e+06,3.2883e+06,0
986400,0,8.73916e+06,1.00425e+07,0
986400,1,-3.25896e+08,1.91876e+08,0
986400,2,9.25472e+06,3.3077e+06,0
986460,0,8.73952e+06,1.00439e+07,0
986460,1,-3.25925e+08,1.91823e+08,0
986460,2,9.71301e+06,3.35845e+06,0
986520,0,8.73987e+06,1.00453e+07,0
986520,1,-3.25955e+08,1.9177e+08,0
986520,2,1.01668e+07,3.44029e+06,0
986580,0,8.74023e+06,1.00467e+07,0
986580,1,-3.25984e+08,1.91717e+08,0
986580,2,1.06139e+07,3.55284e+06,0
986640,0,8.74059e+06,1.00481e+07,0
986640,1,-3.26013e+08,1.91664e+08,0
986640,2,1.10523e+07,3.69556e+06,0
986700,0,8.74095e+06,1.00495e+07,0
986700,1,-3.26042e+08,1.91611e+08,0
986700,2,1.148e+07,3.86778e+06,0
986760,0,8.7413e+06,1.00509e+07,0
986760,1,-3.26071e+08,1.91558e+08,0
986760,2,1.1895e+07,4.06868e+06,0
986820,0,8.74166e+06,1.00523e+07,0
986820,1,-3.261e+08,1.91505e+08,0
986820,2,1.22954e+07,4.29732e+06,0
986880,0,8.74202e+06,1.00537e+07,0
986880,1,-3.26129e+08,1.91452e+08,0
986880,2,1.26793e+07,4.55264e+06,0
986940,0,8.74237e+06,1.00551e+07,0
986940,1,-3.26158e+08,1.91399e+08,0
986940,2,1.30449e+07,4.83345e+06,0
987000,0,8.74273e+06,1.00565e+07,0
987000,1,-3.26187e+08,1.91346e+08,0
987000,2,1.33906e+07,5.13844e+06,0
987060,0,8.74309e+06,1.00579e+07,0
987060,1,-3.26216e+08,1.91293e+08,0
987060,2,1.37148e+07,5.4662e+06,0
987120,0,8.74344e+06,1.00594e+07,0
987120,1,-3.26245e+08,1.91239e+08,0
987120,2,1.4016e+07,5.81521e+06,0
987180,0,8.7438e+06,1.00608e+07,0
987180,1,-3.26274e+08,1.91186e+08,0
987180,2,1.42928e+07,6.18385e+06,0
987240,0,8.74416e+06,1.00622e+07,0
987240,1,-3.26302e+08,1.91133e+08,0
987240,2,1.4544e+07,6.57041e+06,0
987300,0,8.74451e+06,1.00636e+07,0
987300,1,-3.26331e+08,1.9108e+08,0
987300,2,1.47683e+07,6.97312e+06,0
987360,0,8.74487e+06,1.0065e+07,0
987360,1,-3.2636e+08,1.91027e+08,0
987360,2,1.49648e+07,7.39012e+06,0
987420,0,8.74522e+06,1.00664e+07,0
987420,1,-3.26389e+08,1.90974e+08,0
987420,2,1.51326e+07,7.81947e+06,0
987480,0,8.74558e+06,1.00678e+07,0
987480,1,-3.26418e+08,1.90921e+08,0
987480,2,1.52708e+07,8.25921e+06,0
987540,0,8.74593e+06,1.00692e+07,0
987540,1,-3.26447e+08,1.90868e+08,0
987540,2,1.53789e+07,8.7073e+06,0
987600,0,8.74629e+06,1.00706e+07,0
987600,1,-3.26476e+08,1.90814e+08,0
987600,2,1.54563e+07,9.16169e+06,0
987660,0,8.74665e+06,1.0072e+07,0
987660,1,-3.26505e+08,1.90761e+08,0
987660,2,1.55028e+07,9.62027e+06,0
987720,0,8.747e+06,1.00734e+07,0
987720,1,-3.26534e+08,1.90708e+08,0
987720,2,1.5518e+07,1.00809e+07,0
987780,0,8.74736e+06,1.00748e+07,0
987780,1,-3.26563e+08,1.90655e+08,0
987780,2,1.55019e+07,1.05416e+07,0
987840,0,8.74771e+06,1.00762e+07,0
987840,1,-3.26591e+08,1.90602e+08,0
987840,2,1.54546e+07,1.10001e+07,0
987900,0,8.74807e+06,1.00777e+07,0
987900,1,-3.2662e+08,1.90549e+08,0
987900,2,1.53764e+07,1.14543e+07,0
987960,0,8.74842e+06,1.00791e+07,0
987960,1,-3.26649e+08,1.90496e+08,0
987960,2,1.52675e+07,1.19021e+07,0
988020,0,8.74878e+06,1.00805e+07,0
988020,1,-3.26678e+08,1.90442e+08,0
988020,2,1.51284e+07,1.23415e+07,0
988080,0,8.74913e+06,1.00819e+07,0
988080,1,-3.26707e+08,1.90389e+08,0
988080,2,1.49598e+07,1.27705e+07,0
988140,0,8.74948e+06,1.00833e+07,0
988140,1,-3.26736e+08,1.90336e+08,0
988140,2,1.47625e+07,1.3187e+07,0
988200,0,8.74984e+06,1.00847e+07,0
988200,1,-3.26764e+08,1.90283e+08,0
988200,2,1.45373e+07,1.35891e+07,0
988260,0,8.75019e+06,1.00861e+07,0
988260,1,-3.26793e+08,1.9023e+08,0
988260,2,1.42854e+07,1.39751e+07,0
988320,0,8.75055e+06,1.00875e+07,0
988320,1,-3.26822e+08,1.90176e+08,0
988320,2,1.40078e+07,1.4343e+07,0
988380,0,8.7509e+06,1.00889e+07,0
988380,1,-3.26851e+08,1.90123e+08,0
988380,2,1.37058e+07,1.46911e+07,0
988440,0,8.75126e+06,1.00903e+07,0
988440,1,-3.2688e+08,1.9007e+08,0
988440,2,1.33808e+07,1.5018e+07,0
988500,0,8.75161e+06,1.00917e+07,0
988500,1,-3.26908e+08,1.90017e+08,0
988500,2,1.30344e+07,1.53219e+07,0
988560,0,8.75196e+06,1.00932e+07,0
988560,1,-3.26937e+08,1.89964e+08,0
988560,2,1.26681e+07,1.56016e+07,0
988620,0,8.75232e+06,1.00946e+07,0
988620,1,-3.26966e+08,1.8991e+08,0
988620,2,1.22835e+07,1.58557e+07,0
988680,0,8.75267e+06,1.0096e+07,0
988680,1,-3.26995e+08,1.89857e+08,0
988680,2,1.18826e+07,1.6083e+07,0
988740,0,8.75302e+06,1.00974e+07,0
988740,1,-3.27023e+08,1.89804e+08,0
988740,2,1.14671e+07,1.62824e+07,0
988800,0,8.75338e+06,1.00988e+07,0
988800,1,-3.27052e+08,1.89751e+08,0
988800,2,1.1039e+07,1.6453e+07,0
988860,0,8.75373e+06,1.01002e+07,0
988860,1,-3.27081e+08,1.89698e+08,0
988860,2,1.06002e+07,1.65941e+07,0
988920,0,8.75408e+06,1.01016e+07,0
988920,1,-3.27109e+08,1.89644e+08,0
988920,2,1.01528e+07,1.67049e+07,0
988980,0,8.75444e+06,1.0103e+07,0
988980,1,-3.27138e+08,1.89591e+08,0
988980,2,9.69888e+06,1.67849e+07,0
989040,0,8.75479e+06,1.01044e+07,0
989040,1,-3.27167e+08,1.89538e+08,0
989040,2,9.24056e+06,1.68337e+07,0
989100,0,8.75514e+06,1.01058e+07,0
989100,1,-3.27196e+08,1.89485e+08,0
989100,2,8.77997e+06,1.6851e+07,0
989160,0,8.7555e+06,1.01072e+07,0
989160,1,-3.27224e+08,1.89431e+08,0
989160,2,8.31926e+06,1.68369e+07,0
989220,0,8.75585e+06,1.01087e+07,0
989220,1,-3.27253e+08,1.89378e+08,0
989220,2,7.8606e+06,1.67912e+07,0
989280,0,8.7562e+06,1.01101e+07,0
989280,1,-3.27282e+08,1.89325e+08,0
989280,2,7.40613e+06,1.67143e+07,0
989340,0,8.75655e+06,1.01115e+07,0
989340,1,-3.2731e+08,1.89271e+08,0
989340,2,6.95798e+06,1.66065e+07,0
989400,0,8.75691e+06,1.01129e+07,0
989400,1,-3.27339e+08,1.89218e+08,0
989400,2,6.51825e+06,1.64682e+07,0
989460,0,8.75726e+06,1.01143e+07,0
989460,1,-3.27367e+08,1.89165e+08,0
989460,2,6.08902e+06,1.63002e+07,0
989520,0,8.75761e+06,1.01157e+07,0
989520,1,-3.27396e+08,1.89112e+08,0
989520,2,5.67232e+06,1.61031e+07,0
989580,0,8.75796e+06,1.01171e+07,0
989580,1,-3.27425e+08,1.89058e+08,0
989580,2,5.27009e+06,1.58779e+07,0
989640,0,8.75831e+06,1.01185e+07,0
989640,1,-3.27453e+08,1.89005e+08,0
989640,2,4.88424e+06,1.56256e+07,0
989700,0,8.75867e+06,1.01199e+07,0
989700,1,-3.27482e+08,1.88952e+08,0
989700,2,4.5166e+06,1.53475e+07,0
989760,0,8.75902e+06,1.01213e+07,0
989760,1,-3.2751e+08,1.88898e+08,0
989760,2,4.1689e+06,1.50448e+07,0
989820,0,8.75937e+06,1.01228e+07,0
989820,1,-3.27539e+08,1.88845e+08,0
989820,2,3.84278e+06,1.4719e+07,0
989880,0,8.75972e+06,1.01242e+07,0
989880,1,-3.27568e+08,1.88792e+08,0
989880,2,3.5398e+06,1.43715e+07,0
989940,0,8.76007e+06,1.01256e+07,0
989940,1,-3.27596e+08,1.88739e+08,0
989940,2,3.26138e+06,1.4004e+07,0
990000,0,8.76042e+06,1.0127e+07,0
990000,1,-3.27625e+08,1.88685e+08,0
990000,2,3.00885e+06,1.36183e+07,0
990060,0,8.76077e+06,1.01284e+07,0
990060,1,-3.27653e+08,1.88632e+08,0
990060,2,2.78341e+06,1.32162e+07,0
990120,0,8.76112e+06,1.01298e+07,0
990120,1,-3.27682e+08,1.88579e+08,0
990120,2,2.58612e+06,1.27994e+07,0
990180,0,8.76148e+06,1.01312e+07,0
990180,1,-3.2771e+08,1.88525e+08,0
990180,2,2.41792e+06,1.23702e+07,0
990240,0,8.76183e+06,1.01326e+07,0
990240,1,-3.27739e+08,1.88472e+08,0
990240,2,2.27961e+06,1.19303e+07,0
990300,0,8.76218e+06,1.0134e+07,0
990300,1,-3.27767e+08,1.88419e+08,0
990300,2,2.17184e+06,1.1482e+07,0
990360,0,8.76253e+06,1.01355e+07,0
990360,1,-3.27796e+08,1.88365e+08,0
990360,2,2.09513e+06,1.10274e+07,0
990420,0,8.76288e+06,1.01369e+07,0
990420,1,-3.27824e+08,1.88312e+08,0
990420,2,2.04984e+06,1.05685e+07,0
990480,0,8.76323e+06,1.01383e+07,0
990480,1,-3.27853e+08,1.88258e+08,0
990480,2,2.03618e+06,1.01076e+07,0
990540,0,8.76358e+06,1.01397e+07,0
990540,1,-3.27881e+08,1.88205e+08,0
990540,2,2.05422e+06,9.64687e+06,0
990600,0,8.76393e+06,1.01411e+07,0
990600,1,-3.2791e+08,1.88152e+08,0
990600,2,2.10386e+06,9.18844e+06,0
990660,0,8.76428e+06,1.01425e+07,0
990660,1,-3.27938e+08,1.88098e+08,0
990660,2,2.18487e+06,8.7345e+06,0
990720,0,8.76463e+06,1.01439e+07,0
990720,1,-3.27967e+08,1.88045e+08,0
990720,2,2.29687e+06,8.28719e+06,0
990780,0,8.76498e+06,1.01453e+07,0
990780,1,-3.27995e+08,1.87992e+08,0
990780,2,2.43931e+06,7.84863e+06,0
990840,0,8.76533e+06,1.01467e+07,0
990840,1,-3.28023e+08,1.87938e+08,0
990840,2,2.61152e+06,7.42087e+06,0
990900,0,8.76568e+06,1.01482e+07,0
990900,1,-3.28052e+08,1.87885e+08,0
990900,2,2.81269e+06,7.00593e+06,0
990960,0,8.76603e+06,1.01496e+07,0
990960,1,-3.2808e+08,1.87831e+08,0
990960,2,3.04184e+06,6.60577e+06,0
991020,0,8.76638e+06,1.0151e+07,0
991020,1,-3.28109e+08,1.87778e+08,0
991020,2,3.29791e+06,6.22227e+06,0
991080,0,8.76673e+06,1.01524e+07,0
991080,1,-3.28137e+08,1.87725e+08,0
991080,2,3.57967e+06,5.85723e+06,0
991140,0,8.76708e+06,1.01538e+07,0
991140,1,-3.28165e+08,1.87671e+08,0
991140,2,3.88578e+06,5.51235e+06,0
991200,0,8.76742e+06,1.01552e+07,0
991200,1,-3.28194e+08,1.87618e+08,0
991200,2,4.21481e+06,5.18927e+06,0
991260,0,8.76777e+06,1.01566e+07,0
991260,1,-3.28222e+08,1.87564e+08,0
991260,2,4.56519e+06,4.88947e+06,0
991320,0,8.76812e+06,1.0158e+07,0
991320,1,-3.2825e+08,1.87511e+08,0
991320,2,4.93528e+06,4.61437e+06,0
991380,0,8.76847e+06,1.01594e+07,0
991380,1,-3.28279e+08,1.87457e+08,0
991380,2,5.32332e+06,4.36525e+06,0
991440,0,8.76882e+06,1.01609e+07,0
991440,1,-3.28307e+08,1.87404e+08,0
991440,2,5.7275e+06,4.14325e+06,0
991500,0,8.76917e+06,1.01623e+07,0
991500,1,-3.28335e+08,1.87351e+08,0
991500,2,6.1459e+06,3.94942e+06,0
991560,0,8.76952e+06,1.01637e+07,0
991560,1,-3.28364e+08,1.87297e+08,0
991560,2,6.57658e+06,3.78464e+06,0
991620,0,8.76986e+06,1.01651e+07,0
991620,1,-3.28392e+08,1.87244e+08,0
991620,2,7.0175e+06,3.64967e+06,0
991680,0,8.77021e+06,1.01665e+07,0
991680,1,-3.2842e+08,1.8719e+08,0
991680,2,7.46661e+06,3.54513e+06,0
991740,0,8.77056e+06,1.01679e+07,0
991740,1,-3.28449e+08,1.87137e+08,0
991740,2,7.9218e+06,3.47149e+06,0
991800,0,8.77091e+06,1.01693e+07,0
991800,1,-3.28477e+08,1.87083e+08,0
991800,2,8.38095e+06,3.42908e+06,0
991860,0,8.77126e+06,1.01707e+07,0
991860,1,-3.28505e+08,1.8703e+08,0
991860,2,8.84192e+06,3.41808e+06,0
991920,0,8.7716e+06,1.01722e+07,0
