Step,X,Y,Z
351840,1,2.29176e+08,3.09672e+08,0
351840,2,2.49218e+06,-6.11546e+06,0
351900,0,1.91041e+06,614368,0
351900,1,2.29127e+08,3.09709e+08,0
351900,2,2.95019e+06,-6.06127e+06,0
351960,0,1.91101e+06,614674,0
351960,1,2.29078e+08,3.09745e+08,0
351960,2,3.40337e+06,-5.97603e+06,0
352020,0,1.91161e+06,614979,0
352020,1,2.29029e+08,3.09782e+08,0
352020,2,3.84961e+06,-5.86016e+06,0
352080,0,1.91222e+06,615285,0
352080,1,2.2898e+08,3.09818e+08,0
352080,2,4.28685e+06,-5.71421e+06,0
352140,0,1.91282e+06,615590,0
352140,1,2.28931e+08,3.09854e+08,0
352140,2,4.71307e+06,-5.53887e+06,0
352200,0,1.91343e+06,615896,0
352200,1,2.28882e+08,3.09891e+08,0
352200,2,5.12629e+06,-5.33497e+06,0
352260,0,1.91403e+06,616202,0
352260,1,2.28833e+08,3.09927e+08,0
352260,2,5.52461e+06,-5.10348e+06,0
352320,0,1.91463e+06,616508,0
352320,1,2.28783e+08,3.09964e+08,0
352320,2,5.9062e+06,-4.84547e+06,0
352380,0,1.91524e+06,616814,0
352380,1,2.28734e+08,3.1e+08,0
352380,2,6.26929e+06,-4.56216e+06,0
352440,0,1.91584e+06,617120,0
352440,1,2.28685e+08,3.10037e+08,0
352440,2,6.61223e+06,-4.25487e+06,0
352500,0,1.91645e+06,617427,0
352500,1,2.28636e+08,3.10073e+08,0
352500,2,6.93342e+06,-3.92503e+06,0
352560,0,1.91705e+06,617733,0
352560,1,2.28587e+08,3.1011e+08,0
352560,2,7.2314e+06,-3.57416e+06,0
352620,0,1.91765e+06,618040,0
352620,1,2.28538e+08,3.10146e+08,0
352620,2,7.5048e+06,-3.20391e+06,0
352680,0,1.91826e+06,618346,0
352680,1,2.28489e+08,3.10182e+08,0
352680,2,7.75237e+06,-2.81599e+06,0
352740,0,1.91886e+06,618653,0
352740,1,2.2844e+08,3.10219e+08,0
352740,2,7.97296e+06,-2.41218e+06,0
352800,0,1.91947e+06,618960,0
352800,1,2.28391e+08,3.10255e+08,0
352800,2,8.16557e+06,-1.99437e+06,0
352860,0,1.92007e+06,619266,0
352860,1,2.28341e+08,3.10292e+08,0
352860,2,8.32932e+06,-1.56448e+06,0
352920,0,1.92068e+06,619573,0
352920,1,2.28292e+08,3.10328e+08,0
352920,2,8.46345e+06,-1.12451e+06,0
352980,0,1.92128e+06,619881,0
352980,1,2.28243e+08,3.10364e+08,0
352980,2,8.56736e+06,-676469,0
353040,0,1.92189e+06,620188,0
353040,1,2.28194e+08,3.10401e+08,0
353040,2,8.64056e+06,-222443,0
353100,0,1.92249e+06,620495,0
353100,1,2.28145e+08,3.10437e+08,0
353100,2,8.68272e+06,235475,0
353160,0,1.9231e+06,620802,0
353160,1,2.28096e+08,3.10473e+08,0
353160,2,8.69364e+06,695173,0
353220,0,1.9237e+06,621110,0
353220,1,2.28047e+08,3.1051e+08,0
353220,2,8.67328e+06,1.15453e+06,0
353280,0,1.92431e+06,621417,0
353280,1,2.27997e+08,3.10546e+08,0
353280,2,8.62173e+06,1.61142e+06,0
353340,0,1.92491e+06,621725,0
353340,1,2.27948e+08,3.10582e+08,0
353340,2,8.53922e+06,2.06373e+06,0
353400,0,1.92552e+06,622033,0
353400,1,2.27899e+08,3.10619e+08,0
353400,2,8.42613e+06,2.50937e+06,0
353460,0,1.92612e+06,622340,0
353460,1,2.2785e+08,3.10655e+08,0
353460,2,8.28298e+06,2.94629e+06,0
353520,0,1.92673e+06,622648,0
353520,1,2.27801e+08,3.10691e+08,0
353520,2,8.11042e+06,3.37246e+06,0
353580,0,1.92733e+06,622956,0
353580,1,2.27751e+08,3.10727e+08,0
353580,2,7.90924e+06,3.7859e+06,0
353640,0,1.92794e+06,623265,0
353640,1,2.27702e+08,3.10764e+08,0
353640,2,7.68037e+06,4.1847e+06,0
353700,0,1.92854e+06,623573,0
353700,1,2.27653e+08,3.108e+08,0
353700,2,7.42486e+06,4.567e+06,0
353760,0,1.92915e+06,623881,0
353760,1,2.27604e+08,3.10836e+08,0
353760,2,7.14388e+06,4.93103e+06,0
353820,0,1.92976e+06,624190,0
353820,1,2.27554e+08,3.10873e+08,0
353820,2,6.83872e+06,5.27509e+06,0
353880,0,1.93036e+06,624498,0
353880,1,2.27505e+08,3.10909e+08,0
353880,2,6.51079e+06,5.59758e+06,0
353940,0,1.93097e+06,624807,0
353940,1,2.27456e+08,3.10945e+08,0
353940,2,6.16161e+06,5.89699e+06,0
354000,0,1.93157e+06,625115,0
354000,1,2.27407e+08,3.10981e+08,0
354000,2,5.79278e+06,6.17192e+06,0
354060,0,1.93218e+06,625424,0
354060,1,2.27357e+08,3.11017e+08,0
354060,2,5.40601e+06,6.42107e+06,0
354120,0,1.93278e+06,625733,0
354120,1,2.27308e+08,3.11054e+08,0
354120,2,5.00308e+06,6.64328e+06,0
354180,0,1.93339e+06,626042,0
354180,1,2.27259e+08,3.1109e+08,0
354180,2,4.58588e+06,6.83749e+06,0
354240,0,1.934e+06,626351,0
354240,1,2.2721e+08,3.11126e+08,0
354240,2,4.15632e+06,7.00278e+06,0
354300,0,1.9346e+06,626660,0
354300,1,2.2716e+08,3.11162e+08,0
354300,2,3.71642e+06,7.13837e+06,0
354360,0,1.93521e+06,626970,0
354360,1,2.27111e+08,3.11198e+08,0
354360,2,3.2682e+06,7.2436e+06,0
354420,0,1.93582e+06,627279,0
354420,1,2.27062e+08,3.11235e+08,0
354420,2,2.81377e+06,7.31797e+06,0
354480,0,1.93642e+06,627589,0
354480,1,2.27013e+08,3.11271e+08,0
354480,2,2.35524e+06,7.3611e+06,0
354540,0,1.93703e+06,627898,0
354540,1,2.26963e+08,3.11307e+08,0
354540,2,1.89476e+06,7.37279e+06,0
354600,0,1.93764e+06,628208,0
354600,1,2.26914e+08,3.11343e+08,0
354600,2,1.43447e+06,7.35294e+06,0
354660,0,1.93824e+06,628518,0
354660,1,2.26865e+08,3.11379e+08,0
354660,2,976539,7.30165e+06,0
354720,0,1.93885e+06,628827,0
354720,1,2.26815e+08,3.11415e+08,0
354720,2,523107,7.21912e+06,0
354780,0,1.93946e+06,629137,0
354780,1,2.26766e+08,3.11452e+08,0
354780,2,76306.5,7.10572e+06,0
354840,0,1.94006e+06,629447,0
354840,1,2.26717e+08,3.11488e+08,0
354840,2,-361763,6.96198e+06,0
354900,0,1.94067e+06,629758,0
354900,1,2.26667e+08,3.11524e+08,0
354900,2,-789039,6.78854e+06,0
354960,0,1.94128e+06,630068,0
354960,1,2.26618e+08,3.1156e+08,0
354960,2,-1.20351e+06,6.58621e+06,0
355020,0,1.94188e+06,630378,0
355020,1,2.26569e+08,3.11596e+08,0
355020,2,-1.60321e+06,6.35592e+06,0
355080,0,1.94249e+06,630689,0
355080,1,2.26519e+08,3.11632e+08,0
355080,2,-1.98627e+06,6.09874e+06,0
355140,0,1.9431e+06,630999,0
355140,1,2.2647e+08,3.11668e+08,0
355140,2,-2.35086e+06,5.81586e+06,0
355200,0,1.94371e+06,631310,0
355200,1,2.26421e+08,3.11704e+08,0
355200,2,-2.69527e+06,5.5086e+06,0
355260,0,1.94431e+06,631621,0
355260,1,2.26371e+08,3.1174e+08,0
355260,2,-3.01786e+06,5.17841e+06,0
355320,0,1.94492e+06,631932,0
355320,1,2.26322e+08,3.11776e+08,0
355320,2,-3.3171e+06,4.82683e+06,0
355380,0,1.94553e+06,632242,0
355380,1,2.26272e+08,3.11812e+08,0
355380,2,-3.59157e+06,4.4555e+06,0
355440,0,1.94614e+06,632554,0
355440,1,2.26223e+08,3.11848e+08,0
355440,2,-3.83998e+06,4.06617e+06,0
355500,0,1.94674e+06,632865,0
355500,1,2.26174e+08,3.11884e+08,0
355500,2,-4.06113e+06,3.66068e+06,0
355560,0,1.94735e+06,633176,0
355560,1,2.26124e+08,3.1192e+08,0
355560,2,-4.25399e+06,3.24092e+06,0
355620,0,1.94796e+06,633487,0
355620,1,2.26075e+08,3.11956e+08,0
355620,2,-4.41763e+06,2.80887e+06,0
355680,0,1.94857e+06,633799,0
355680,1,2.26025e+08,3.11992e+08,0
355680,2,-4.55128e+06,2.36658e+06,0
355740,0,1.94917e+06,634110,0
355740,1,2.25976e+08,3.12028e+08,0
355740,2,-4.6543e+06,1.91612e+06,0
355800,0,1.94978e+06,634422,0
355800,1,2.25927e+08,3.12064e+08,0
355800,2,-4.7262e+06,1.45962e+06,0
355860,0,1.95039e+06,634734,0
355860,1,2.25877e+08,3.121e+08,0
355860,2,-4.76665e+06,999229,0
355920,0,1.951e+06,635045,0
355920,1,2.25828e+08,3.12136e+08,0
355920,2,-4.77544e+06,537123,0
355980,0,1.95161e+06,635357,0
355980,1,2.25778e+08,3.12172e+08,0
355980,2,-4.75254e+06,75477.5,0
356040,0,1.95222e+06,635669,0
356040,1,2.25729e+08,3.12208e+08,0
356040,2,-4.69806e+06,-383530,0
356100,0,1.95282e+06,635981,0
356100,1,2.25679e+08,3.12244e+08,0
356100,2,-4.61225e+06,-837737,0
356160,0,1.95343e+06,636294,0
356160,1,2.2563e+08,3.1228e+08,0
356160,2,-4.49554e+06,-1.285e+06,0
356220,0,1.95404e+06,636606,0
356220,1,2.25581e+08,3.12316e+08,0
356220,2,-4.34846e+06,-1.72323e+06,0
356280,0,1.95465e+06,636918,0
356280,1,2.25531e+08,3.12352e+08,0
356280,2,-4.17172e+06,-2.15035e+06,0
356340,0,1.95526e+06,637231,0
356340,1,2.25482e+08,3.12388e+08,0
356340,2,-3.96617e+06,-2.56435e+06,0
356400,0,1.95587e+06,637543,0
356400,1,2.25432e+08,3.12424e+08,0
356400,2,-3.73277e+06,-2.9633e+06,0
356460,0,1.95648e+06,637856,0
356460,1,2.25383e+08,3.1246e+08,0
356460,2,-3.47263e+06,-3.34533e+06,0
356520,0,1.95708e+06,638169,0
356520,1,2.25333e+08,3.12496e+08,0
356520,2,-3.18698e+06,-3.70864e+06,0
356580,0,1.95769e+06,638482,0
356580,1,2.25284e+08,3.12532e+08,0
356580,2,-2.87718e+06,-4.05154e+06,0
356640,0,1.9583e+06,638795,0
356640,1,2.25234e+08,3.12568e+08,0
356640,2,-2.54469e+06,-4.37243e+06,0
356700,0,1.95891e+06,639108,0
356700,1,2.25185e+08,3.12603e+08,0
356700,2,-2.19107e+06,-4.66982e+06,0
356760,0,1.95952e+06,639421,0
356760,1,2.25135e+08,3.12639e+08,0
356760,2,-1.81801e+06,-4.94232e+06,0
356820,0,1.96013e+06,639734,0
356820,1,2.25086e+08,3.12675e+08,0
356820,2,-1.42724e+06,-5.18866e+06,0
356880,0,1.96074e+06,640048,0
356880,1,2.25036e+08,3.12711e+08,0
356880,2,-1.02061e+06,-5.40772e+06,0
356940,0,1.96135e+06,640361,0
356940,1,2.24987e+08,3.12747e+08,0
356940,2,-600035,-5.59848e+06,0
357000,0,1.96196e+06,640675,0
357000,1,2.24937e+08,3.12783e+08,0
357000,2,-167480,-5.76007e+06,0
357060,0,1.96257e+06,640988,0
357060,1,2.24888e+08,3.12818e+08,0
357060,2,275025,-5.89175e+06,0
357120,0,1.96318e+06,641302,0
357120,1,2.24838e+08,3.12854e+08,0
357120,2,725411,-5.99292e+06,0
357180,0,1.96379e+06,641616,0
357180,1,2.24788e+08,3.1289e+08,0
357180,2,1.18157e+06,-6.06313e+06,0
357240,0,1.9644e+06,641930,0
357240,1,2.24739e+08,3.12926e+08,0
357240,2,1.64138e+06,-6.10208e+06,0
357300,0,1.96501e+06,642244,0
357300,1,2.24689e+08,3.12962e+08,0
357300,2,2.1027e+06,-6.10959e+06,0
357360,0,1.96562e+06,642558,0
357360,1,2.2464e+08,3.12997e+08,0
357360,2,2.56337e+06,-6.08566e+06,0
357420,0,1.96623e+06,642873,0
357420,1,2.2459e+08,3.13033e+08,0
357420,2,3.02127e+06,-6.03042e+06,0
357480,0,1.96684e+06,643187,0
357480,1,2.24541e+08,3.13069e+08,0
357480,2,3.47425e+06,-5.94414e+06,0
357540,0,1.96745e+06,643501,0
357540,1,2.24491e+08,3.13105e+08,0
357540,2,3.92024e+06,-5.82724e+06,0
357600,0,1.96806e+06,643816,0
357600,1,2.24441e+08,3.13141e+08,0
357600,2,4.35714e+06,-5.68028e+06,0
357660,0,1.96867e+06,644131,0
357660,1,2.24392e+08,3.13176e+08,0
357660,2,4.78296e+06,-5.50396e+06,0
357720,0,1.96928e+06,644445,0
357720,1,2.24342e+08,3.13212e+08,0
357720,2,5.19572e+06,-5.29912e+06,0
357780,0,1.96989e+06,644760,0
357780,1,2.24293e+08,3.13248e+08,0
357780,2,5.59352e+06,-5.06671e+06,0
357840,0,1.9705e+06,645075,0
357840,1,2.24243e+08,3.13283e+08,0
357840,2,5.97452e+06,-4.80782e+06,0
357900,0,1.97111e+06,645390,0
357900,1,2.24193e+08,3.13319e+08,0
357900,2,6.33697e+06,-4.52368e+06,0
357960,0,1.97172e+06,645705,0
357960,1,2.24144e+08,3.13355e+08,0
357960,2,6.67921e+06,-4.2156e+06,0
358020,0,1.97233e+06,646021,0
358020,1,2.24094e+08,3.13391e+08,0
358020,2,6.99966e+06,-3.88502e+06,0
358080,0,1.97294e+06,646336,0
358080,1,2.24045e+08,3.13426e+08,0
358080,2,7.29684e+06,-3.53347e+06,0
358140,0,1.97355e+06,646651,0
358140,1,2.23995e+08,3.13462e+08,0
358140,2,7.5694e+06,-3.16258e+06,0
358200,0,1.97416e+06,646967,0
358200,1,2.23945e+08,3.13498e+08,0
358200,2,7.81608e+06,-2.77409e+06,0
358260,0,1.97477e+06,647282,0
358260,1,2.23896e+08,3.13533e+08,0
358260,2,8.03576e+06,-2.36978e+06,0
358320,0,1.97538e+06,647598,0
358320,1,2.23846e+08,3.13569e+08,0
358320,2,8.22743e+06,-1.95152e+06,0
358380,0,1.97599e+06,647914,0
358380,1,2.23796e+08,3.13605e+08,0
358380,2,8.3902e+06,-1.52125e+06,0
358440,0,1.97661e+06,648230,0
358440,1,2.23747e+08,3.1364e+08,0
358440,2,8.52333e+06,-1.08096e+06,0
358500,0,1.97722e+06,648546,0
358500,1,2.23697e+08,3.13676e+08,0
358500,2,8.62622e+06,-632681,0
358560,0,1.97783e+06,648862,0
358560,1,2.23647e+08,3.13712e+08,0
358560,2,8.69839e+06,-178482,0
358620,0,1.97844e+06,649178,0
358620,1,2.23598e+08,3.13747e+08,0
358620,2,8.73952e+06,279539,0
358680,0,1.97905e+06,649495,0
358680,1,2.23548e+08,3.13783e+08,0
358680,2,8.7494e+06,739269,0
358740,0,1.97966e+06,649811,0
358740,1,2.23498e+08,3.13818e+08,0
358740,2,8.728e+06,1.19858e+06,0
358800,0,1.98027e+06,650128,0
358800,1,2.23448e+08,3.13854e+08,0
358800,2,8.67541e+06,1.65536e+06,0
358860,0,1.98088e+06,650444,0
358860,1,2.23399e+08,3.1389e+08,0
358860,2,8.59188e+06,2.10749e+06,0
358920,0,1.9815e+06,650761,0
358920,1,2.23349e+08,3.13925e+08,0
358920,2,8.47778e+06,2.55289e+06,0
358980,0,1.98211e+06,651078,0
358980,1,2.23299e+08,3.13961e+08,0
358980,2,8.33363e+06,2.98949e+06,0
359040,0,1.98272e+06,651395,0
359040,1,2.2325e+08,3.13996e+08,0
359040,2,8.16011e+06,3.41527e+06,0
359100,0,1.98333e+06,651712,0
359100,1,2.232e+08,3.14032e+08,0
359100,2,7.95799e+06,3.82826e+06,0
359160,0,1.98394e+06,652029,0
359160,1,2.2315e+08,3.14067e+08,0
359160,2,7.72822e+06,4.22654e+06,0
359220,0,1.98456e+06,652346,0
359220,1,2.231e+08,3.14103e+08,0
359220,2,7.47184e+06,4.60827e+06,0
359280,0,1.98517e+06,652663,0
359280,1,2.23051e+08,3.14138e+08,0
359280,2,7.19003e+06,4.97167e+06,0
359340,0,1.98578e+06,652980,0
359340,1,2.23001e+08,3.14174e+08,0
359340,2,6.88409e+06,5.31504e+06,0
359400,0,1.98639e+06,653298,0
359400,1,2.22951e+08,3.14209e+08,0
359400,2,6.55543e+06,5.63679e+06,0
359460,0,1.987e+06,653616,0
359460,1,2.22901e+08,3.14245e+08,0
359460,2,6.20557e+06,5.93541e+06,0
359520,0,1.98762e+06,653933,0
359520,1,2.22852e+08,3.1428e+08,0
359520,2,5.83612e+06,6.2095e+06,0
359580,0,1.98823e+06,654251,0
359580,1,2.22802e+08,3.14316e+08,0
359580,2,5.44878e+06,6.45778e+06,0
359640,0,1.98884e+06,654569,0
359640,1,2.22752e+08,3.14351e+08,0
359640,2,5.04536e+06,6.67907e+06,0
359700,0,1.98945e+06,654887,0
359700,1,2.22702e+08,3.14387e+08,0
359700,2,4.62771e+06,6.87233e+06,0
359760,0,1.99007e+06,655205,0
359760,1,2.22652e+08,3.14422e+08,0
359760,2,4.19778e+06,7.03665e+06,0
359820,0,1.99068e+06,655523,0
359820,1,2.22603e+08,3.14458e+08,0
359820,2,3.75757e+06,7.17124e+06,0
359880,0,1.99129e+06,655841,0
359880,1,2.22553e+08,3.14493e+08,0
359880,2,3.30912e+06,7.27546e+06,0
359940,0,1.99191e+06,656160,0
359940,1,2.22503e+08,3.14529e+08,0
359940,2,2.85453e+06,7.34879e+06,0
360000,0,1.99252e+06,656478,0
360000,1,2.22453e+08,3.14564e+08,0
360000,2,2.3959e+06,7.39089e+06,0
360060,0,1.99313e+06,656797,0
360060,1,2.22403e+08,3.146e+08,0
360060,2,1.9354e+06,7.40152e+06,0
360120,0,1.99374e+06,657116,0
360120,1,2.22354e+08,3.14635e+08,0
360120,2,1.47516e+06,7.38063e+06,0
360180,0,1.99436e+06,657434,0
360180,1,2.22304e+08,3.1467e+08,0
360180,2,1.01735e+06,7.32829e+06,0
360240,0,1.99497e+06,657753,0
360240,1,2.22254e+08,3.14706e+08,0
360240,2,564113,7.24473e+06,0
360300,0,1.99558e+06,658072,0
360300,1,2.22204e+08,3.14741e+08,0
360300,2,117577,7.13032e+06,0
360360,0,1.9962e+06,658391,0
360360,1,2.22154e+08,3.14777e+08,0
360360,2,-320157,6.98558e+06,0
360420,0,1.99681e+06,658710,0
360420,1,2.22104e+08,3.14812e+08,0
360420,2,-747030,6.81117e+06,0
360480,0,1.99742e+06,659030,0
360480,1,2.22055e+08,3.14847e+08,0
360480,2,-1.16103e+06,6.60789e+06,0
360540,0,1.99804e+06,659349,0
360540,1,2.22005e+08,3.14883e+08,0
360540,2,-1.5602e+06,6.37669e+06,0
360600,0,1.99865e+06,659668,0
360600,1,2.21955e+08,3.14918e+08,0
360600,2,-1.94266e+06,6.11863e+06,0
360660,0,1.99926e+06,659988,0
360660,1,2.21905e+08,3.14953e+08,0
360660,2,-2.3066e+06,5.83492e+06,0
360720,0,1.99988e+06,660308,0
360720,1,2.21855e+08,3.14989e+08,0
360720,2,-2.65029e+06,5.52689e+06,0
360780,0,2.00049e+06,660627,0
360780,1,2.21805e+08,3.15024e+08,0
360780,2,-2.97211e+06,5.19596e+06,0
360840,0,2.00111e+06,660947,0
360840,1,2.21755e+08,3.15059e+08,0
360840,2,-3.27054e+06,4.8437e+06,0
360900,0,2.00172e+06,661267,0
360900,1,2.21705e+08,3.15095e+08,0
360900,2,-3.54416e+06,4.47175e+06,0
360960,0,2.00233e+06,661587,0
360960,1,2.21655e+08,3.1513e+08,0
360960,2,-3.79166e+06,4.08186e+06,0
361020,0,2.00295e+06,661907,0
361020,1,2.21606e+08,3.15165e+08,0
361020,2,-4.01188e+06,3.67586e+06,0
361080,0,2.00356e+06,662228,0
361080,1,2.21556e+08,3.15201e+08,0
361080,2,-4.20376e+06,3.25566e+06,0
361140,0,2.00418e+06,662548,0
361140,1,2.21506e+08,3.15236e+08,0
361140,2,-4.36641e+06,2.82325e+06,0
361200,0,2.00479e+06,662868,0
361200,1,2.21456e+08,3.15271e+08,0
361200,2,-4.49903e+06,2.38066e+06,0
361260,0,2.0054e+06,663189,0
361260,1,2.21406e+08,3.15306e+08,0
361260,2,-4.60101e+06,1.92997e+06,0
361320,0,2.00602e+06,663509,0
361320,1,2.21356e+08,3.15342e+08,0
361320,2,-4.67186e+06,1.47331e+06,0
361380,0,2.00663e+06,663830,0
361380,1,2.21306e+08,3.15377e+08,0
361380,2,-4.71123e+06,1.01284e+06,0
361440,0,2.00725e+06,664151,0
361440,1,2.21256e+08,3.15412e+08,0
361440,2,-4.71896e+06,550725,0
361500,0,2.00786e+06,664472,0
361500,1,2.21206e+08,3.15447e+08,0
361500,2,-4.69499e+06,89141.9,0
361560,0,2.00848e+06,664793,0
361560,1,2.21156e+08,3.15483e+08,0
361560,2,-4.63945e+06,-369731,0
361620,0,2.00909e+06,665114,0
361620,1,2.21106e+08,3.15518e+08,0
361620,2,-4.55259e+06,-823731,0
361680,0,2.00971e+06,665435,0
361680,1,2.21056e+08,3.15553e+08,0
361680,2,-4.43484e+06,-1.27072e+06,0
361740,0,2.01032e+06,665757,0
361740,1,2.21006e+08,3.15588e+08,0
361740,2,-4.28675e+06,-1.7086e+06,0
361800,0,2.01094e+06,666078,0
361800,1,2.20956e+08,3.15624e+08,0
361800,2,-4.10903e+06,-2.1353e+06,0
361860,0,2.01155e+06,666400,0
361860,1,2.20906e+08,3.15659e+08,0
361860,2,-3.90252e+06,-2.54882e+06,0
361920,0,2.01217e+06,666721,0
361920,1,2.20856e+08,3.15694e+08,0
361920,2,-3.6682e+06,-2.94723e+06,0
361980,0,2.01278e+06,667043,0
361980,1,2.20806e+08,3.15729e+08,0
361980,2,-3.40717e+06,-3.32864e+06,0
362040,0,2.0134e+06,667365,0
362040,1,2.20756e+08,3.15764e+08,0
362040,2,-3.12069e+06,-3.69129e+06,0
362100,0,2.01401e+06,667687,0
362100,1,2.20706e+08,3.15799e+08,0
362100,2,-2.8101e+06,-4.03347e+06,0
362160,0,2.01463e+06,668009,0
362160,1,2.20656e+08,3.15835e+08,0
362160,2,-2.47686e+06,-4.35359e+06,0
362220,0,2.01524e+06,668331,0
362220,1,2.20606e+08,3.1587e+08,0
362220,2,-2.12256e+06,-4.65015e+06,0
362280,0,2.01586e+06,668653,0
362280,1,2.20556e+08,3.15905e+08,0
362280,2,-1.74887e+06,-4.92178e+06,0
362340,0,2.01647e+06,668975,0
362340,1,2.20506e+08,3.1594e+08,0
362340,2,-1.35753e+06,-5.16722e+06,0
362400,0,2.01709e+06,669298,0
362400,1,2.20456e+08,3.15975e+08,0
362400,2,-950400,-5.38534e+06,0
362460,0,2.01771e+06,669620,0
362460,1,2.20406e+08,3.1601e+08,0
362460,2,-529383,-5.57513e+06,0
362520,0,2.01832e+06,669943,0
362520,1,2.20356e+08,3.16045e+08,0
362520,2,-96455.4,-5.73571e+06,0
362580,0,2.01894e+06,670266,0
362580,1,2.20306e+08,3.1608e+08,0
362580,2,346354,-5.86637e+06,0
362640,0,2.01955e+06,670588,0
362640,1,2.20256e+08,3.16115e+08,0
362640,2,796974,-5.9665e+06,0
362700,0,2.02017e+06,670911,0
362700,1,2.20206e+08,3.1615e+08,0
362700,2,1.2533e+06,-6.03566e+06,0
362760,0,2.02079e+06,671234,0
362760,1,2.20156e+08,3.16186e+08,0
362760,2,1.7132e+06,-6.07354e+06,0
362820,0,2.0214e+06,671557,0
362820,1,2.20106e+08,3.16221e+08,0
362820,2,2.17454e+06,-6.08e+06,0
362880,0,2.02202e+06,671881,0
362880,1,2.20056e+08,3.16256e+08,0
362880,2,2.63516e+06,-6.05501e+06,0
362940,0,2.02263e+06,672204,0
362940,1,2.20006e+08,3.16291e+08,0
362940,2,3.09293e+06,-5.99871e+06,0
363000,0,2.02325e+06,672527,0
363000,1,2.19955e+08,3.16326e+08,0
363000,2,3.54572e+06,-5.91139e+06,0
363060,0,2.02387e+06,672851,0
363060,1,2.19905e+08,3.16361e+08,0
363060,2,3.99144e+06,-5.79346e+06,0
363120,0,2.02448e+06,673174,0
363120,1,2.19855e+08,3.16396e+08,0
363120,2,4.42801e+06,-5.64549e+06,0
363180,0,2.0251e+06,673498,0
363180,1,2.19805e+08,3.16431e+08,0
363180,2,4.85343e+06,-5.4682e+06,0
363240,0,2.02572e+06,673822,0
363240,1,2.19755e+08,3.16466e+08,0
363240,2,5.26573e+06,-5.2624e+06,0
363300,0,2.02633e+06,674146,0
363300,1,2.19705e+08,3.16501e+08,0
363300,2,5.663e+06,-5.02908e+06,0
363360,0,2.02695e+06,674470,0
363360,1,2.19655e+08,3.16536e+08,0
363360,2,6.04341e+06,-4.76932e+06,0
363420,0,2.02757e+06,674794,0
363420,1,2.19605e+08,3.16571e+08,0
363420,2,6.40522e+06,-4.48434e+06,0
363480,0,2.02818e+06,675118,0
363480,1,2.19554e+08,3.16606e+08,0
363480,2,6.74676e+06,-4.17547e+06,0
363540,0,2.0288e+06,675442,0
363540,1,2.19504e+08,3.16641e+08,0
363540,2,7.06645e+06,-3.84415e+06,0
363600,0,2.02942e+06,675767,0
363600,1,2.19454e+08,3.16676e+08,0
363600,2,7.36284e+06,-3.49192e+06,0
363660,0,2.03003e+06,676091,0
363660,1,2.19404e+08,3.16711e+08,0
363660,2,7.63456e+06,-3.12041e+06,0
363720,0,2.03065e+06,676416,0
363720,1,2.19354e+08,3.16746e+08,0
363720,2,7.88036e+06,-2.73134e+06,0
363780,0,2.03127e+06,676740,0
363780,1,2.19304e+08,3.1678e+08,0
363780,2,8.09912e+06,-2.32652e+06,0
363840,0,2.03189e+06,677065,0
363840,1,2.19254e+08,3.16815e+08,0
363840,2,8.28984e+06,-1.90782e+06,0
363900,0,2.0325e+06,677390,0
363900,1,2.19203e+08,3.1685e+08,0
363900,2,8.45163e+06,-1.47718e+06,0
363960,0,2.03312e+06,677715,0
363960,1,2.19153e+08,3.16885e+08,0
363960,2,8.58377e+06,-1.03658e+06,0
364020,0,2.03374e+06,678040,0
364020,1,2.19103e+08,3.1692e+08,0
364020,2,8.68564e+06,-588058,0
364080,0,2.03436e+06,678365,0
364080,1,2.19053e+08,3.16955e+08,0
364080,2,8.75678e+06,-133688,0
364140,0,2.03497e+06,678690,0
364140,1,2.19003e+08,3.1699e+08,0
364140,2,8.79687e+06,324434,0
364200,0,2.03559e+06,679016,0
364200,1,2.18952e+08,3.17025e+08,0
364200,2,8.80571e+06,784193,0
364260,0,2.03621e+06,679341,0
364260,1,2.18902e+08,3.1706e+08,0
364260,2,8.78327e+06,1.24347e+06,0
364320,0,2.03683e+06,679667,0
364320,1,2.18852e+08,3.17094e+08,0
364320,2,8.72964e+06,1.70013e+06,0
364380,0,2.03744e+06,679993,0
364380,1,2.18802e+08,3.17129e+08,0
364380,2,8.64508e+06,2.15208e+06,0
364440,0,2.03806e+06,680318,0
364440,1,2.18752e+08,3.17164e+08,0
364440,2,8.52997e+06,2.59722e+06,0
364500,0,2.03868e+06,680644,0
364500,1,2.18701e+08,3.17199e+08,0
364500,2,8.38484e+06,3.0335e+06,0
364560,0,2.0393e+06,680970,0
364560,1,2.18651e+08,3.17234e+08,0
364560,2,8.21035e+06,3.4589e+06,0
364620,0,2.03992e+06,681296,0
364620,1,2.18601e+08,3.17269e+08,0
364620,2,8.0073e+06,3.87143e+06,0
364680,0,2.04053e+06,681622,0
364680,1,2.18551e+08,3.17303e+08,0
364680,2,7.77662e+06,4.2692e+06,0
364740,0,2.04115e+06,681949,0
364740,1,2.185e+08,3.17338e+08,0
364740,2,7.51937e+06,4.65035e+06,0
364800,0,2.04177e+06,682275,0
364800,1,2.1845e+08,3.17373e+08,0
364800,2,7.23674e+06,5.01311e+06,0
364860,0,2.04239e+06,682601,0
364860,1,2.184e+08,3.17408e+08,0
364860,2,6.93003e+06,5.3558e+06,0
364920,0,2.04301e+06,682928,0
364920,1,2.1835e+08,3.17443e+08,0
364920,2,6.60064e+06,5.6768e+06,0
